start,end
4118514,4118760
4127012,4127225
4128671,4129832
4129834,4132267
4132615,4133506
4133834,4136015
4136107,4137013
4142529,4143609
4143623,4143944
4143994,4146292
4146257,4147136
4147137,4147479
4155000,4156005
4156012,4156789
4156849,4158223
4158489,4159407
4161123,4161771
4161770,4162130
4163638,4165483
4165427,4166285
4172056,4173085
4173081,4174047
4175943,4177128
4177357,4177741
4177742,4178288
4178446,4178875
4178878,4179583
4179995,4180493
4180559,4180925
4181244,4185273
4185349,4189573
4189785,4190325
4196902,4197676
4197715,4198780
4198789,4199461
4199503,4200094
4200280,4200553
4200565,4201261
4201925,4203323
4203319,4204645
4213233,4213617
4214279,4215209
4215477,4217079
4217108,4218413
4218595,4220332
4223827,4227511
4227730,4229362
4230353,4231226
4233757,4235407
4235905,4236148
4236261,4236900
4236896,4237634
4237633,4239730
4240324,4240735
4246783,4247899
4247970,4249311
4249553,4250474
4250702,4252283
4252505,4253003
4253015,4253888
4256636,4257005
4257114,4257723
4257741,4259121
4259236,4259446
4260320,4260575
4260598,4261306
4261668,4262706
4262839,4263082
4264313,4265729
4265781,4266861
4267113,4268307
4269413,4270127
4270237,4270654
4270657,4271014
4274124,4274661
4275470,4277057
4277468,4277933
4278478,4279828
4279979,4281629
4287763,4289200
4289244,4289811
4289807,4290479
4290475,4291432
4291511,4293170
4293162,4293546
4293542,4294139
4294480,4295794
4313349,4313799
4313867,4314197
4327134,4329363
4329359,4330238
4330501,4332004
4332115,4332205
4341910,4343266
4343368,4344790
4351842,4352073
4352084,4352357
4352583,4352880
4352907,4353081
4368663,4369140
4370687,4370981
4371024,4372671
4372808,4373162
4375698,4376265
4376316,4376442
4376552,4376699
4376874,4377192
4382642,4383620
4383838,4385341
4385392,4385707
4385703,4386018
4391603,4392149
4392891,4392945
4394065,4395613
4395584,4396046
4396064,4397402
4397411,4399259
4399251,4400202
4400287,4400596
4400671,4401952
4402037,4403297
4403299,4404304
4404385,4404583
4404686,4405985
4406189,4406615
4406653,4409095
4409274,4410006
4410132,4410534
4410552,4411251
4411301,4411961
4411978,4412377
4412386,4413025
4413027,4414191
4414274,4415900
4416951,4417701
4419979,4421377
4421392,4421698
4421707,4422172
4422185,4422836
4422845,4423700
4423699,4424386
4425117,4425513
4425519,4425834
4425838,4426066
4426107,4426557
4427693,4428095
4428934,4429555
4429863,4431276
4434112,4434493
4436754,4437495
4437706,4438645
4439586,4439793
4442381,4444115
4444111,4447891
4447893,4448235
4448446,4448698
4448691,4449042
4449961,4450918
4451057,4452560
4452570,4453596
4453582,4454578
4455784,4457158
4457958,4459311
4459489,4459855
4467430,4467484
4467624,4470321
4474123,4474717
4474861,4475314
4475436,4477251
4478472,4478889
4479729,4480926
4486217,4487318
4487317,4488400
4494622,4495186
4496674,4497940
4498271,4498637
4498594,4499500
4501259,4501589
4504057,4505275
4505286,4506405
4506447,4506573
4506860,4507109
4507196,4509793
4509803,4510133
4518526,4518802
4518720,4519224
4534790,4536031
4540956,4541559
4542036,4542633
4543114,4543663
4543727,4544267
4544303,4545029
4545095,4547732
4547741,4548272
4548284,4548788
4548807,4549710
4551635,4552820
4552900,4554361
4554575,4555349
4556992,4557385
4560929,4561484
4568997,4569918
4571750,4571915
4572413,4573916
4573918,4576855
4586948,4587863
4591656,4593312
4595989,4597012
4603476,4604202
4604159,4604837
4605803,4606040
4607802,4608216
4608184,4608631
4608645,4609323
4609413,4611003
4611395,4612001
4612127,4612289
4612410,4613484
4613480,4614260
4617322,4618102
4618228,4619551
4619602,4620826
4620882,4621602
4621768,4623100
4624894,4625863
4625911,4627294
4627314,4628547
4630732,4632670
4632759,4633086
4633796,4634444
4635520,4635994
4636006,4636696
4636695,4638120
4638177,4639530
4640401,4640542
4640941,4641628
